Beyond Active and Passive Investing: The Customization of Finance,https://rpc.cfainstitute.org/research/foundation/2024/beyond-active-and-passive-investing
Investment Model Validation: A Guide for Practitioners,https://rpc.cfainstitute.org/research/foundation/2024/investment-model-validation
The Economics of Private Equity: A Critical Review,https://rpc.cfainstitute.org/research/foundation/2024/economics-of-private-equity
"Investment Horizon, Serial Correlation, and Better (Retirement) Portfolios",https://rpc.cfainstitute.org/research/foundation/2024/investment-horizon-serial-correlation-better-portfolios
Valuation Handbook -- International Guide to Cost of Capital: 2023 Summary Edition,https://rpc.cfainstitute.org/research/foundation/2024/valuation-handbook-2023
An Introduction to Alternative Credit,https://rpc.cfainstitute.org/research/foundation/2024/an-introduction-to-alternative-credit
Lifetime Financial Advice: A Personalized Optimal Multilevel Approach,https://rpc.cfainstitute.org/research/foundation/2024/lifetime-financial-advice-a-personalized-optimal-multilevel-approach
Revisiting the Equity Risk Premium,https://rpc.cfainstitute.org/research/foundation/2023/revisiting-equity-risk-premium-2021
Handbook of Artificial Intelligence and Big Data Applications in Investments,https://rpc.cfainstitute.org/research/foundation/2023/ai-and-big-data-in-investments-handbook
Valuation Handbook -- International Guide to Cost of Capital: 2022 Summary Edition,https://rpc.cfainstitute.org/research/foundation/2022/igcc-summary-edition-2022
"ESG Investment Outcomes, Performance Evaluation, and Attribution",https://rpc.cfainstitute.org/research/foundation/2022/esg-investment-outcomes-performance-evaluation-and-attribution
Middle East Capital Markets: Challenges and Opportunities,https://rpc.cfainstitute.org/research/foundation/2022/rfbr-middle-east-capital-markets
Managing Material Risk,https://rpc.cfainstitute.org/research/foundation/2022/rfbr-managing-material-risk
Stock Buyback Motivations and Consequences: A Literature Review,https://rpc.cfainstitute.org/research/foundation/2022/rflr-stock-buybacks
Investment Luminaries and Their Insights: 25 Years of the Research Foundation Vertin Award,https://rpc.cfainstitute.org/research/foundation/2021/twenty-five-years-rf-vertin-award
"Puzzles of Inflation, Money, and Debt: Applying the Fiscal Theory of the Price Level",https://rpc.cfainstitute.org/research/foundation/2021/puzzles-of-inflation-money-debt
Valuation Handbook -- International Guide to Cost of Capital: 2021 Summary Edition,https://rpc.cfainstitute.org/research/foundation/2021/igcc-2021-summary-edition
Defined Contribution Plans: Challenges and Opportunities for Plan Sponsors,https://rpc.cfainstitute.org/research/foundation/2021/defined-contribution-plans
The Incredible Upside-Down Fixed-Income Market,https://rpc.cfainstitute.org/research/foundation/2021/negative-interest-rates
The Emerging Asia Pacific Capital Markets: Challenges and Opportunities,https://rpc.cfainstitute.org/research/foundation/2021/apac-capital-markets
Capitalism for Everyone,https://rpc.cfainstitute.org/research/foundation/2021/capitalism-for-everyone
"Stocks, Bonds, Bills, and Inflation(r) (SBBI(r)): 2021 Summary Edition",https://rpc.cfainstitute.org/research/foundation/2021/sbbi-2021-summary-edition
"Geo-Economics: The Interplay between Geopolitics, Economics, and Investments",https://rpc.cfainstitute.org/research/foundation/2021/geo-economics
Bursting the Bubble: Rationality in a Seemingly Irrational Market,https://rpc.cfainstitute.org/research/foundation/2021/bursting-the-bubble
"Cryptoassets: The Guide to Bitcoin, Blockchain, and Cryptocurrency for Investment Professionals",https://rpc.cfainstitute.org/research/foundation/2021/cryptoassets
Learning about Risk Management: Insights from Unconventional Risk-Takers,https://rpc.cfainstitute.org/research/foundation/2020/learning-about-risk-management
"Stocks, Bonds, Bills, and Inflation(r) (SBBI(r)): 2020 Summary Edition",https://rpc.cfainstitute.org/research/foundation/2020/sbbi-2020-summary-edition
Artificial Intelligence in Asset Management,https://rpc.cfainstitute.org/research/foundation/2020/rflr-artificial-intelligence-in-asset-management
Is There a Retirement Crisis? An Exploration of the Current Debate,https://rpc.cfainstitute.org/research/foundation/2020/is-there-a-retirement-crisis
Robert C. Merton and the Science of Finance: A Collection,https://rpc.cfainstitute.org/research/foundation/2020/robert-merton-science-of-finance
ESG and Responsible Institutional Investing Around the World: A Critical Review,https://rpc.cfainstitute.org/research/foundation/2020/esg-and-responsible-institutional-investing
The VIX Index and Volatility-Based Global Indexes and Trading Instruments,https://rpc.cfainstitute.org/research/foundation/2020/vix-index-and-volatility-based-global-indexes
Research Foundation Review 2019,https://rpc.cfainstitute.org/research/foundation/2020/research-foundation-review-2019
ETFs and Systemic Risks,https://rpc.cfainstitute.org/research/foundation/2020/etfs-and-systemic-risks
Performance Attribution: History and Progress,https://rpc.cfainstitute.org/research/foundation/2019/performance-attribution
Behavioral Finance: The Second Generation,https://rpc.cfainstitute.org/research/foundation/2019/behavioral-finance-the-second-generation
African Capital Markets: Challenges and Opportunities,https://rpc.cfainstitute.org/research/foundation/2019/african-capital-markets
The Productivity Puzzle: Restoring Economic Dynamism,https://rpc.cfainstitute.org/research/foundation/2019/the-productivity-puzzle
Secure Retirement: Connecting Financial Theory and Human Behavior,https://rpc.cfainstitute.org/research/foundation/2019/secure-retirement
A Cash-Flow Focus for Endowments and Trusts,https://rpc.cfainstitute.org/research/foundation/2019/cash-flow-focus-endowments-trusts
University Endowments: A Primer,https://rpc.cfainstitute.org/research/foundation/2019/university-endowments-primer
Tontines: A Practitioner's Guide to Mortality-Pooled Investments,https://rpc.cfainstitute.org/research/foundation/2019/tontines
Ten Years After: Reflections on the Global Financial Crisis,https://rpc.cfainstitute.org/research/foundation/2019/ten-years-after
Research Foundation Review 2018,https://rpc.cfainstitute.org/research/foundation/2019/research-foundation-review-2018
Investment Governance for Fiduciaries,https://rpc.cfainstitute.org/research/foundation/2019/investment-governance-for-fiduciaries
Relationship Alpha,https://rpc.cfainstitute.org/research/foundation/2019/beyer-brief
Popularity: A Bridge between Classical and Behavioral Finance,https://rpc.cfainstitute.org/research/foundation/2018/popularity-bridge-between-classical-and-behavioral-finance
The Future of Investment Management,https://rpc.cfainstitute.org/research/foundation/2018/future-of-investment-management
Some Like It Hedged,https://rpc.cfainstitute.org/research/foundation/2018/some-like-it-hedged
Mainstreaming Sustainable Investing,https://rpc.cfainstitute.org/research/foundation/2018/mainstreaming-sustainable-investing
Foundations of High-Yield Analysis,https://rpc.cfainstitute.org/research/foundation/2018/foundations-of-high-yield-analysis
The Current State of Quantitative Equity Investing,https://rpc.cfainstitute.org/research/foundation/2018/current-state-of-quantitative-equity-investing
Risk Profiling and Tolerance: Insights for the Private Wealth Manager,https://rpc.cfainstitute.org/research/foundation/2018/risk-profiling-and-tolerance
Risk Tolerance and Circumstances,https://rpc.cfainstitute.org/research/foundation/2018/risk-tolerance-and-circumstances
Research Foundation Review 2017,https://rpc.cfainstitute.org/research/foundation/2018/research-foundation-review-2017
Alternative Investments: A Primer for Investment Professionals,https://rpc.cfainstitute.org/research/foundation/2018/alternative-investments-a-primer-for-investment-professionals
"Equity Valuation: Science, Art, or Craft?",https://rpc.cfainstitute.org/research/foundation/2017/equity-valuation-science-art-or-craft
Handbook on Sustainable Investments: Background Information and Practical Examples for Institutional Asset Owners,https://rpc.cfainstitute.org/research/foundation/2017/handbook-on-sustainable-investments
The Equity Risk Premium: A Contextual Literature Review,https://rpc.cfainstitute.org/research/foundation/2017/equity-risk-premium
A Primer For Investment Trustees: Understanding Investment Committee Responsibilities,https://rpc.cfainstitute.org/research/foundation/2017/a-primer-for-investment-trustees
Asian Structured Products,https://rpc.cfainstitute.org/research/foundation/2017/asian-structured-products
New Vistas in Risk Profiling,https://rpc.cfainstitute.org/research/foundation/2017/new-vistas-in-risk-profiling
"FinTech and RegTech in a Nutshell, and the Future in a Sandbox",https://rpc.cfainstitute.org/research/foundation/2017/fintech-and-regtech-in-a-nutshell-and-the-future-in-a-sandbox
Financial Risk Tolerance: A Psychometric Review,https://rpc.cfainstitute.org/research/foundation/2017/financial-risk-tolerance
Tou Zi Guan Li Ren De Xuan Ze ,https://rpc.cfainstitute.org/research/foundation/2017/the-importance-of-manager-selection-chinese-mandarin
Research Foundation Review 2016,https://rpc.cfainstitute.org/research/foundation/2017/research-foundation-review-2016
Impact of Reporting Frequency on UK Public Companies,https://rpc.cfainstitute.org/research/foundation/2017/impact-of-reporting-frequency-on-uk-public-companies
Factor Investing and Asset Allocation,https://rpc.cfainstitute.org/research/foundation/2016/factor-investing-and-asset-allocation-a-business-cycle-perspective
Financial Market History: Reflections on the Past for Investors Today,https://rpc.cfainstitute.org/research/foundation/2016/financial-market-history
Technical Analysis: Modern Perspectives,https://rpc.cfainstitute.org/research/foundation/2017/technical-analysis
Gender Diversity in Investment Management: New Research for Practitioners on How to Close the Gender Gap,https://rpc.cfainstitute.org/research/foundation/2016/gender-diversity-in-investment-management
Portfolio Structuring and the Value of Forecasting,https://rpc.cfainstitute.org/research/foundation/2016/portfolio-structuring-and-the-value-of-forecasting
Let's All Learn How to Fish . . . . to Sustain Long-Term Economic Growth,https://rpc.cfainstitute.org/research/foundation/2016/lets-all-learn-how-to-fish----to-sustain-long-term-economic-growth
Overcoming the Notion of a Single Reference Currency: A Currency Basket Approach,https://rpc.cfainstitute.org/research/foundation/2016/overcoming-the-notion-of-a-single-reference-currency-a-currency-basket-approach
Risk Profiling through a Behavioral Finance Lens,https://rpc.cfainstitute.org/research/foundation/2016/risk-profiling-through-a-behavioral-finance-lens
Research Foundation Review 2015,https://rpc.cfainstitute.org/research/foundation/2016/research-foundation-review-2015
Annuities and Retirement Income Planning,https://rpc.cfainstitute.org/research/foundation/2016/annuities-and-retirement-income-planning
Longevity Risk and Retirement Income Planning,https://rpc.cfainstitute.org/research/foundation/2015/longevity-risk-and-retirement-income-planning
The Industrial Organization of the Global Asset Management Business,https://rpc.cfainstitute.org/research/foundation/2015/the-industrial-organization-of-the-global-asset-management-business
Trading and Electronic Markets: What Investment Professionals Need to Know,https://rpc.cfainstitute.org/research/foundation/2015/trading-and-electronic-markets-what-investment-professionals-need-to-know
A Comprehensive Guide to Exchange-Traded Funds (ETFs),https://rpc.cfainstitute.org/research/foundation/2015/a-comprehensive-guide-to-exchange-traded-funds-etfs
Research Foundation Year in Review 2014,https://rpc.cfainstitute.org/research/foundation/2015/research-foundation-year-in-review-2014
Investor Risk Profiling: An Overview,https://rpc.cfainstitute.org/research/foundation/2015/investor-risk-profiling-an-overview
The New Economics of Liquidity and Financial Frictions,https://rpc.cfainstitute.org/research/foundation/2014/the-new-economics-of-liquidity-and-financial-frictions
"Islamic Finance: Ethics, Concepts, Practice",https://rpc.cfainstitute.org/research/foundation/2014/islamic-finance-ethics-concepts-practice
Investment Professionals and Fiduciary Duties,https://rpc.cfainstitute.org/research/foundation/2014/investment-professionals-and-fiduciary-duties
Investment Management: A Science to Teach or an Art to Learn?,https://rpc.cfainstitute.org/research/foundation/2014/investment-management-a-science-to-teach-or-an-art-to-learn
The Principal-Agent Problem in Finance,https://rpc.cfainstitute.org/research/foundation/2014/the-principalagent-problem-in-finance
Research Foundation Year in Review 2013,https://rpc.cfainstitute.org/research/foundation/2014/research-foundation-year-in-review-2013
Environmental Markets: A New Asset Class,https://rpc.cfainstitute.org/research/foundation/2014/environmental-markets-a-new-asset-class
Manager Selection,https://rpc.cfainstitute.org/research/foundation/2013/manager-selection
Fundamentals of Futures and Options (corrected April 2014),https://rpc.cfainstitute.org/research/foundation/2013/fundamentals-of-futures-and-options-corrected-april-2014
Errata,https://rpc.cfainstitute.org/research/foundation/2013/errata
Ethics and Financial Markets: The Role of the Analyst,https://rpc.cfainstitute.org/research/foundation/2013/ethics-and-financial-markets-the-role-of-the-analyst
Research Foundation Year in Review 2012,https://rpc.cfainstitute.org/research/foundation/2013/research-foundation-year-in-review-2012
Life Annuities: An Optimal Product for Retirement Income,https://rpc.cfainstitute.org/research/foundation/2013/life-annuities-an-optimal-product-for-retirement-income
The Evolution of Asset/Liability Management,https://rpc.cfainstitute.org/research/foundation/2013/the-evolution-of-assetliability-management
A New Look at Currency Investing,https://rpc.cfainstitute.org/research/foundation/2012/a-new-look-at-currency-investing
Life-Cycle Investing: Financial Education and Consumer Protection (corrected January 2013),https://rpc.cfainstitute.org/research/foundation/2012/life-cycle-investing-financial-education-and-consumer-protection-corrected-january-2013
Latin American Local Capital Markets,https://rpc.cfainstitute.org/research/foundation/2018/latin-american-local-capital-markets
